Age,Group_Size,Travel_Mode,Location,Activity_Type,Duration_Minutes,Hotel_Star,Carbon_Footprint_kg_CO2
22,3,Private Vehicle,Badulla,Private / Hired Vehicle,67,3,1.838
30,8,Public Transport,Yala,Cultural / Temple Visit,132,2,1.623
71,11,Water,Galle,Swimming / Snorkeling,72,3,0.762
39,13,Bicycle,Galle,Vehicle Travel,107,2,9.194
44,1,Walking,Ella,Vehicle Travel,55,1,0.19
55,10,Public Transport,Yala,Public Transport,105,5,1.521
21,1,Private Vehicle,Colombo,Vehicle Travel,127,3,1.661
49,8,Public Transport,Sigiriya,Sightseeing,177,2,1.84
39,3,Private Vehicle,Hikkaduwa,Medical / Hospital Visit,78,4,2.096
27,9,Walking,Hikkaduwa,Jogging,33,1,0.033
44,2,Public Transport,Hikkaduwa,Sightseeing,103,3,0.314
46,7,N/A,Hikkaduwa,Beach Leisure,253,3,1.254
29,1,Flight,Kandy,Flight,229,2,14.084
52,2,Walking,Haputale,Walking,130,4,0.003
65,7,Bicycle,Sigiriya,Vehicle Travel,190,4,11.731
34,3,Private Vehicle,Kandy,Other,152,3,0.659
78,9,Cruise,Polonnaruwa,Cruise,381,5,113.274
56,8,Public Transport,Arugam Bay,Sightseeing,242,5,3.675
66,7,Bicycle,Bentota,Vehicle Travel,303,5,19.057
22,9,N/A,Anuradhapura,Beach Leisure,123,5,1.162
66,10,Private Vehicle,Jaffna,Private / Hired Vehicle,48,5,5.684
39,14,Public Bus,Trincomalee,Vehicle Travel,162,5,28.948
62,1,Private Vehicle,Colombo,Vehicle Travel,232,3,2.691
68,6,Walking,Galle,Shopping,72,2,0.593
33,10,N/A,Haputale,Meal,58,4,17.269
34,2,Cruise,Arugam Bay,Cruise,313,5,17.712
21,2,Walking,Badulla,Vehicle Travel,92,5,0.942
56,2,Private Vehicle,Hikkaduwa,Vehicle Travel,256,4,7.362
66,6,N/A,Negombo,Resting,167,5,0.698
43,3,N/A,Bentota,Other,89,4,0.462
28,8,N/A,Polonnaruwa,Resting,98,4,0.411
37,7,N/A,Hikkaduwa,Resting,147,1,0.415
43,8,Walking,Dambulla,Sightseeing,201,3,0.804
75,2,Private Vehicle,Sigiriya,Shopping,102,1,0.986
25,10,Walking,Jaffna,Walking,55,2,0.005
39,8,N/A,Anuradhapura,Beach Leisure,261,4,1.883
58,1,N/A,Haputale,Resting,45,1,0.021
32,2,N/A,Haputale,Meal,51,5,3.433
73,3,Train,Anuradhapura,Vehicle Travel,100,3,2.623
75,15,Private Vehicle,Colombo,Shopping,99,4,8.584
41,3,Flight,Nuwara Eliya,Flight,82,2,16.77
64,1,Private Vehicle,Sigiriya,Private / Hired Vehicle,100,5,1.267
65,1,Water,Colombo,Surfing,92,3,0.094
60,1,Flight,Haputale,Flight,189,4,12.1
29,4,Public Transport,Arugam Bay,Airport Transfer,71,4,2.51
21,11,Private Vehicle,Galle,Vehicle Travel,155,4,22.518
39,4,Cruise,Mirissa,Cruise,619,4,62.335
26,12,Public Bus,Anuradhapura,Vehicle Travel,149,4,17.071
36,1,Public Transport,Ella,Sightseeing,89,5,0.17
58,5,Flight,Arugam Bay,Flight,459,3,129.259
55,10,Walking,Jaffna,Walking,76,5,0.01
31,8,Private Vehicle,Hikkaduwa,Shopping,179,3,6.934
19,12,Public Transport,Nuwara Eliya,Airport Transfer,43,3,3.727
32,2,Flight,Mirissa,Flight,202,3,23.087
46,5,Walking,Dambulla,Walking,56,3,0.003
67,8,N/A,Mirissa,Beach Leisure,174,3,1.198
41,2,Private Vehicle,Badulla,Private / Hired Vehicle,88,5,1.993
36,11,Flight,Haputale,Flight,296,4,186.78
52,3,Private Vehicle,Arugam Bay,Sightseeing,81,5,0.427
22,1,Boat,Anuradhapura,Boat Ride,163,2,0.582
32,10,Water,Arugam Bay,Swimming / Snorkeling,60,4,0.585
20,9,Public Transport,Arugam Bay,Public Transport,28,2,0.303
51,13,Bicycle,Ella,Bicycle Ride,38,3,0.012
45,13,N/A,Badulla,Resting,90,3,0.632
54,2,Walking,Jaffna,Hiking,141,4,0.05
56,7,Private Vehicle,Galle,Private / Hired Vehicle,92,4,7.399
42,20,Water,Haputale,Swimming / Snorkeling,135,3,2.501
72,2,Private Vehicle,Haputale,Vehicle Travel,66,2,1.502
75,5,Private Vehicle,Jaffna,Other,66,3,0.603
24,14,Water,Haputale,Surfing,127,3,1.583
75,1,Private Vehicle,Badulla,Cultural / Temple Visit,145,4,0.307
30,15,Private Vehicle,Badulla,Vehicle Travel,136,4,29.473
33,5,Private Vehicle,Badulla,Sightseeing,170,5,1.724
51,13,Walking,Kandy,Walking,33,5,0.006
19,7,N/A,Colombo,Beach Leisure,101,3,0.522
40,8,Private Vehicle,Jaffna,Sightseeing,112,5,1.638
30,10,Walking,Negombo,Vehicle Travel,54,4,2.471
48,1,Flight,Polonnaruwa,Flight,200,2,13.112
69,7,Walking,Mirissa,Cultural / Temple Visit,72,5,0.37
76,14,Walking,Bentota,Jogging,33,3,0.062
31,16,Public Bus,Haputale,Vehicle Travel,41,4,6.585
52,17,Tuk-Tuk,Jaffna,Vehicle Travel,182,4,38.608
47,7,Private Vehicle,Hikkaduwa,Cultural / Temple Visit,105,5,1.768
44,7,Private Vehicle,Sigiriya,Vehicle Travel,152,4,13.755
57,6,Bicycle,Dambulla,Bicycle Ride,140,5,0.026
80,7,Tuk-Tuk,Galle,Vehicle Travel,233,3,21.729
43,7,Public Bus,Kalpitiya,Vehicle Travel,113,5,9.769
22,1,Private Vehicle,Kalpitiya,Private / Hired Vehicle,70,4,0.684
75,1,Train,Hikkaduwa,Vehicle Travel,148,4,1.615
76,7,Private Vehicle,Badulla,Private / Hired Vehicle,53,5,4.318
38,3,Walking,Haputale,Sightseeing,155,2,0.231
49,3,Private Vehicle,Kandy,Private / Hired Vehicle,75,3,1.711
72,2,Public Transport,Nuwara Eliya,Sightseeing,82,5,0.262
49,11,Public Bus,Galle,Vehicle Travel,156,5,20.908
48,17,Walking,Bentota,Walking,116,4,0.025
76,7,Private Vehicle,Jaffna,Private / Hired Vehicle,171,3,11.717
70,16,Private Vehicle,Galle,Shopping,133,3,11.337
49,13,Cruise,Kandy,Cruise,379,4,132.338
28,2,Public Transport,Mirissa,Sightseeing,176,3,0.482
45,1,Walking,Mirissa,Vehicle Travel,210,5,0.845
60,2,Public Bus,Anuradhapura,Vehicle Travel,315,4,7.601
35,1,N/A,Negombo,Meal,52,3,1.527
51,6,Public Bus,Jaffna,Vehicle Travel,167,3,10.518
59,3,N/A,Yala,Meal,52,5,5.223
23,14,Jeep,Kandy,Wildlife Safari,196,4,54.192
53,7,Private Vehicle,Dambulla,Vehicle Travel,189,3,16.379
64,3,Walking,Mirissa,Jogging,41,4,0.02
31,19,Private Vehicle,Galle,Shopping,85,3,6.712
52,16,Water,Ella,Swimming / Snorkeling,121,3,1.611
62,10,Public Transport,Bentota,Airport Transfer,134,4,13.58
20,10,Private Vehicle,Ella,Cultural / Temple Visit,59,3,0.972
58,18,Walking,Polonnaruwa,Hiking,251,3,0.57
34,7,N/A,Haputale,Beach Leisure,258,3,1.389
43,13,Walking,Kandy,Sightseeing,203,3,1.371
58,1,Private Vehicle,Nuwara Eliya,Sightseeing,130,4,0.278
18,6,Public Transport,Sigiriya,Airport Transfer,113,4,5.677
19,5,Tuk-Tuk,Badulla,Vehicle Travel,250,2,14.385
46,1,N/A,Mirissa,Meal,76,3,2.304
77,1,Public Bus,Badulla,Vehicle Travel,301,4,3.436
18,1,Public Bus,Nuwara Eliya,Vehicle Travel,130,5,1.669
67,3,Water,Kandy,Swimming / Snorkeling,134,1,0.326
22,1,Public Transport,Arugam Bay,Airport Transfer,68,1,0.44
48,4,Public Bus,Polonnaruwa,Vehicle Travel,66,5,3.083
45,11,Public Bus,Polonnaruwa,Vehicle Travel,81,2,7.442
47,7,Private Vehicle,Arugam Bay,Vehicle Travel,56,5,6.263
23,8,Private Vehicle,Sigiriya,Airport Transfer,72,5,6.145
65,1,Private Vehicle,Colombo,Vehicle Travel,136,2,1.766
35,12,Bicycle,Yala,Bicycle Ride,130,2,0.038
66,1,Walking,Trincomalee,Walking,105,5,0.001
59,3,Public Bus,Colombo,Vehicle Travel,223,3,6.85
52,5,Walking,Haputale,Shopping,123,4,0.942
37,15,Tuk-Tuk,Negombo,Vehicle Travel,59,3,10.27
59,20,N/A,Bentota,Meal,57,4,40.316
80,10,Private Vehicle,Anuradhapura,Spa / Ayurveda,87,5,9.147
76,9,N/A,Anuradhapura,Resting,65,4,0.332
75,5,Public Transport,Kalpitiya,Sightseeing,94,1,0.56
31,8,Private Vehicle,Negombo,Private / Hired Vehicle,160,4,11.701
54,1,Public Bus,Kandy,Vehicle Travel,103,4,1.16
43,2,Walking,Bentota,Vehicle Travel,168,2,1.281
78,19,Private Vehicle,Dambulla,Vehicle Travel,30,4,9.027
77,18,Private Vehicle,Anuradhapura,Vehicle Travel,49,4,14.648
72,3,Walking,Polonnaruwa,Cultural / Temple Visit,104,1,0.147
28,2,Jeep,Trincomalee,Wildlife Safari,299,5,10.553
38,2,Private Vehicle,Dambulla,Vehicle Travel,218,3,5.532
62,5,Tuk-Tuk,Trincomalee,Vehicle Travel,64,3,3.126
65,2,Public Transport,Negombo,Shopping,62,2,0.516
40,7,N/A,Yala,Meal,54,3,10.603
26,1,Walking,Nuwara Eliya,Jogging,40,3,0.005
26,1,Private Vehicle,Kalpitiya,Airport Transfer,57,3,0.541
61,2,Private Vehicle,Yala,Cultural / Temple Visit,77,4,0.279
46,10,Walking,Colombo,Jogging,43,4,0.057
48,3,N/A,Anuradhapura,Beach Leisure,85,2,0.208
69,5,Private Vehicle,Yala,Vehicle Travel,110,4,8.301
19,8,Private Vehicle,Nuwara Eliya,Shopping,141,4,6.569
65,10,Tuk-Tuk,Kalpitiya,Vehicle Travel,103,4,12.856
35,3,Public Transport,Arugam Bay,Public Transport,129,5,0.533
76,9,Cruise,Anuradhapura,Cruise,316,3,65.688
78,3,Bicycle,Hikkaduwa,Vehicle Travel,258,1,4.868
49,7,Public Bus,Mirissa,Vehicle Travel,284,1,14.538
37,4,Walking,Arugam Bay,Hiking,85,3,0.049
32,15,Walking,Badulla,Jogging,27,3,0.056
29,19,Walking,Badulla,Walking,111,1,0.02
80,10,Walking,Arugam Bay,Walking,80,4,0.01
29,14,Walking,Negombo,Sightseeing,71,5,0.655
46,1,Private Vehicle,Kandy,Sightseeing,166,4,0.331
48,8,N/A,Yala,Meal,73,4,19.212
60,2,Train,Yala,Vehicle Travel,215,4,3.464
71,2,Public Transport,Yala,Shopping,116,4,1.373
53,5,Walking,Polonnaruwa,Hiking,141,3,0.108
65,9,Boat,Jaffna,Boat Ride,112,3,4.621
53,9,Walking,Arugam Bay,Jogging,25,3,0.033
45,13,Private Vehicle,Yala,Vehicle Travel,97,2,15.314
27,6,Private Vehicle,Mirissa,Cultural / Temple Visit,59,4,0.78
31,15,Walking,Nuwara Eliya,Hiking,75,3,0.158
45,13,Walking,Nuwara Eliya,Sightseeing,188,2,1.282
20,12,Private Vehicle,Trincomalee,Vehicle Travel,58,3,8.444
37,2,Flight,Bentota,Flight,237,4,32.651
47,5,Private Vehicle,Hikkaduwa,Shopping,129,3,3.07
47,9,Public Bus,Haputale,Vehicle Travel,66,3,5.718
69,18,Public Transport,Anuradhapura,Sightseeing,233,2,6.651
78,1,Public Bus,Jaffna,Vehicle Travel,75,2,0.798
63,3,Public Transport,Sigiriya,Sightseeing,109,4,0.556
23,3,Private Vehicle,Dambulla,Cultural / Temple Visit,69,1,0.255
43,3,Water,Nuwara Eliya,Swimming / Snorkeling,53,3,0.117
63,11,Private Vehicle,Trincomalee,Vehicle Travel,177,5,28.75
55,1,Water,Anuradhapura,Surfing,204,3,0.171
46,3,Train,Dambulla,Vehicle Travel,149,4,4.317
45,9,Public Bus,Nuwara Eliya,Vehicle Travel,76,4,7.79
43,4,Public Bus,Nuwara Eliya,Vehicle Travel,73,2,3.018
54,1,Tuk-Tuk,Dambulla,Vehicle Travel,208,3,2.687
29,7,N/A,Jaffna,Meal,50,3,10.219
50,5,Bicycle,Mirissa,Bicycle Ride,100,3,0.012
30,19,Private Vehicle,Dambulla,Cultural / Temple Visit,49,3,1.642
60,10,Walking,Sigiriya,Jogging,29,4,0.042
72,19,Flight,Nuwara Eliya,Flight,447,2,556.192
49,2,Water,Badulla,Surfing,117,2,0.209
42,10,Bicycle,Galle,Bicycle Ride,157,4,0.042
77,6,Private Vehicle,Mirissa,Shopping,99,3,3.595
59,9,Public Bus,Anuradhapura,Vehicle Travel,127,4,11.558
44,5,Private Vehicle,Galle,Airport Transfer,90,1,3.777
19,2,Walking,Badulla,Other,47,4,0.049
19,1,Private Vehicle,Polonnaruwa,Cultural / Temple Visit,136,5,0.282
31,12,Private Vehicle,Nuwara Eliya,Medical / Hospital Visit,33,4,3.725
32,11,Private Vehicle,Dambulla,Sightseeing,223,5,4.848
63,1,Walking,Dambulla,Sightseeing,201,3,0.101
49,7,N/A,Trincomalee,Meal,63,1,10.326
80,9,Private Vehicle,Badulla,Sightseeing,207,3,3.462
52,6,Public Transport,Nuwara Eliya,Public Transport,110,3,0.813
74,3,Tuk-Tuk,Kandy,Vehicle Travel,173,5,8.709
52,13,Water,Polonnaruwa,Surfing,137,3,1.503
40,7,Public Bus,Anuradhapura,Vehicle Travel,155,3,9.516
63,9,Walking,Galle,Vehicle Travel,73,5,3.261
46,7,Walking,Badulla,Other,96,3,0.296
35,9,Walking,Yala,Walking,114,4,0.013
47,1,Water,Kalpitiya,Swimming / Snorkeling,63,3,0.057
59,14,Public Bus,Polonnaruwa,Vehicle Travel,144,5,23.459
41,3,Private Vehicle,Bentota,Private / Hired Vehicle,171,2,3.948
62,12,Public Transport,Polonnaruwa,Public Transport,81,4,1.189
79,13,Public Transport,Arugam Bay,Spa / Ayurveda,94,4,8.64
43,7,Walking,Mirissa,Jogging,39,5,0.04
36,7,Walking,Sigiriya,Sightseeing,204,5,0.925
43,1,N/A,Colombo,Meal,37,4,1.278
70,4,Public Transport,Ella,Shopping,36,2,0.594
29,7,Private Vehicle,Bentota,Vehicle Travel,115,3,10.666
79,1,Water,Trincomalee,Swimming / Snorkeling,87,5,0.106
44,1,Tuk-Tuk,Kalpitiya,Vehicle Travel,92,4,1.199
71,20,Walking,Ella,Sightseeing,124,5,1.692
67,3,Jeep,Negombo,Wildlife Safari,124,4,6.653
67,3,Cruise,Negombo,Cruise,156,3,13.48
75,2,Walking,Polonnaruwa,Other,85,2,0.08
29,7,Public Bus,Polonnaruwa,Vehicle Travel,142,3,9.492
55,5,Public Transport,Kandy,Sightseeing,94,4,0.819
24,10,Flight,Nuwara Eliya,Flight,388,3,232.851
36,5,Walking,Haputale,Other,206,1,0.428
20,1,Public Transport,Mirissa,Shopping,92,4,0.383
60,5,Public Transport,Nuwara Eliya,Spa / Ayurveda,101,1,2.458
56,1,Walking,Badulla,Vehicle Travel,227,3,1.048
64,11,N/A,Bentota,Beach Leisure,80,3,0.754
29,1,Boat,Sigiriya,Boat Ride,60,4,0.32
38,2,Walking,Polonnaruwa,Walking,44,2,0.001
60,5,Jeep,Badulla,Wildlife Safari,364,4,30.766
70,2,Walking,Yala,Hiking,114,5,0.042
73,6,N/A,Mirissa,Beach Leisure,262,4,1.64
22,5,Private Vehicle,Mirissa,Vehicle Travel,61,5,3.801
43,16,Bicycle,Nuwara Eliya,Vehicle Travel,231,3,31.684
18,1,Train,Jaffna,Vehicle Travel,110,2,0.94
69,6,Public Transport,Kandy,Spa / Ayurveda,97,1,2.904
25,9,Train,Kalpitiya,Vehicle Travel,63,4,5.06
69,1,Private Vehicle,Polonnaruwa,Vehicle Travel,317,2,3.814
27,7,Walking,Ella,Sightseeing,113,5,0.527
18,12,Private Vehicle,Mirissa,Shopping,139,4,8.016
73,10,Walking,Kandy,Cultural / Temple Visit,75,5,0.49
45,15,Private Vehicle,Kandy,Private / Hired Vehicle,87,3,13.304
44,9,N/A,Mirissa,Resting,115,4,0.486
58,4,Public Bus,Dambulla,Vehicle Travel,64,3,2.518
35,14,Private Vehicle,Polonnaruwa,Airport Transfer,40,4,4.963
61,2,N/A,Bentota,Meal,81,4,4.834
45,6,Private Vehicle,Haputale,Sightseeing,124,3,1.287
35,10,Water,Trincomalee,Swimming / Snorkeling,139,5,1.487
42,13,Private Vehicle,Anuradhapura,Private / Hired Vehicle,146,4,18.77
18,14,Private Vehicle,Bentota,Private / Hired Vehicle,165,4,20.499
36,1,N/A,Negombo,Meal,71,3,1.904
55,9,Public Transport,Anuradhapura,Spa / Ayurveda,69,2,3.587
26,2,Water,Anuradhapura,Surfing,128,1,0.181
25,10,Train,Anuradhapura,Vehicle Travel,117,4,10.096
59,8,Private Vehicle,Bentota,Vehicle Travel,169,2,16.007
44,2,N/A,Anuradhapura,Meal,55,5,4.173
26,12,Private Vehicle,Colombo,Vehicle Travel,31,5,5.707
65,5,Public Transport,Kalpitiya,Public Transport,49,1,0.229
66,6,Cruise,Sigiriya,Cruise,617,4,102.768
20,17,Boat,Yala,Boat Ride,164,3,11.716
30,8,Train,Ella,Vehicle Travel,95,3,6.243
41,6,Walking,Trincomalee,Cultural / Temple Visit,70,3,0.215
64,1,Cruise,Sigiriya,Cruise,314,5,8.609
22,2,Bicycle,Ella,Bicycle Ride,46,5,0.003
68,1,Walking,Sigiriya,Hiking,281,1,0.041
38,3,Tuk-Tuk,Haputale,Vehicle Travel,119,3,4.79
25,3,Tuk-Tuk,Kalpitiya,Vehicle Travel,72,3,2.076
72,5,N/A,Dambulla,Other,69,4,0.632
23,8,Train,Nuwara Eliya,Vehicle Travel,302,2,21.68
26,2,Water,Mirissa,Swimming / Snorkeling,61,5,0.112
77,7,Private Vehicle,Polonnaruwa,Vehicle Travel,229,5,25.966
50,14,N/A,Mirissa,Meal,70,3,33.192
47,2,Walking,Kalpitiya,Other,106,5,0.125
61,8,Train,Nuwara Eliya,Vehicle Travel,244,4,19.174
57,1,Private Vehicle,Arugam Bay,Medical / Hospital Visit,73,4,0.627
56,5,N/A,Bentota,Beach Leisure,192,5,1.073
19,9,Private Vehicle,Negombo,Vehicle Travel,191,3,18.228
52,1,Private Vehicle,Galle,Vehicle Travel,190,4,2.526
35,3,Bicycle,Bentota,Vehicle Travel,150,3,2.994
68,13,Walking,Negombo,Vehicle Travel,160,4,8.822
49,2,Flight,Colombo,Flight,255,2,35.393
25,9,Walking,Sigiriya,Walking,164,3,0.015
73,7,Public Transport,Negombo,Sightseeing,91,3,0.99
35,1,Public Bus,Nuwara Eliya,Vehicle Travel,147,3,1.49
35,9,N/A,Mirissa,Beach Leisure,237,3,1.774
76,5,Private Vehicle,Yala,Private / Hired Vehicle,49,2,2.546
66,1,Walking,Arugam Bay,Vehicle Travel,152,5,0.776
72,16,N/A,Anuradhapura,Resting,101,4,0.855
59,5,Private Vehicle,Kalpitiya,Sightseeing,215,3,2.024
75,9,Private Vehicle,Negombo,Vehicle Travel,251,5,37.527
25,2,Walking,Negombo,Hiking,253,5,0.096
55,1,Public Transport,Dambulla,Public Transport,109,2,0.102
36,9,N/A,Yala,Meal,55,4,15.687
43,8,Public Bus,Galle,Vehicle Travel,98,3,7.798
32,2,Private Vehicle,Kandy,Cultural / Temple Visit,54,4,0.187
30,9,Private Vehicle,Arugam Bay,Other,187,4,3.35
45,5,Public Transport,Kalpitiya,Shopping,125,1,2.002
75,3,Private Vehicle,Arugam Bay,Vehicle Travel,110,4,6.026
58,10,Tuk-Tuk,Badulla,Vehicle Travel,118,3,12.518
40,7,Boat,Trincomalee,Boat Ride,76,4,2.698
45,5,Private Vehicle,Mirissa,Sightseeing,271,2,2.226
51,10,Private Vehicle,Kandy,Shopping,174,5,11.977
33,6,Flight,Dambulla,Flight,133,4,61.575
50,15,N/A,Kalpitiya,Other,33,2,0.779
61,11,Private Vehicle,Trincomalee,Sightseeing,150,4,3.227
33,3,Private Vehicle,Haputale,Other,128,1,0.525
54,5,Bicycle,Nuwara Eliya,Bicycle Ride,50,4,0.007
62,16,Train,Arugam Bay,Vehicle Travel,99,4,15.952
50,13,Public Transport,Haputale,Public Transport,20,1,0.257
36,2,Walking,Mirissa,Hiking,189,3,0.057
52,2,Train,Hikkaduwa,Vehicle Travel,177,1,2.614
67,3,Ferry,Yala,Ferry,107,4,1.824
31,13,Public Transport,Trincomalee,Spa / Ayurveda,154,4,13.26
54,15,Public Transport,Anuradhapura,Shopping,120,2,6.816
60,11,Jeep,Hikkaduwa,Wildlife Safari,313,2,57.662
38,2,N/A,Kandy,Resting,113,5,0.156
42,13,Public Transport,Trincomalee,Sightseeing,127,2,2.023
73,1,Flight,Haputale,Flight,72,3,4.853
40,4,Cruise,Kandy,Cruise,273,4,29.28
55,4,Private Vehicle,Arugam Bay,Vehicle Travel,112,1,5.208
27,6,Walking,Hikkaduwa,Vehicle Travel,158,5,4.602
76,6,Cruise,Kandy,Cruise,474,1,66.78
55,2,Private Vehicle,Colombo,Vehicle Travel,190,5,6.031
65,2,Public Transport,Ella,Public Transport,75,3,0.166
55,11,Tuk-Tuk,Nuwara Eliya,Vehicle Travel,118,2,13.874
40,1,Walking,Kalpitiya,Walking,111,3,0.001
39,5,Walking,Ella,Jogging,32,5,0.023
62,2,Public Transport,Mirissa,Shopping,136,4,1.396
72,3,N/A,Bentota,Meal,63,1,5.296
26,2,Flight,Trincomalee,Flight,348,5,55.112
71,9,Tuk-Tuk,Haputale,Vehicle Travel,183,2,20.07
70,4,Walking,Kalpitiya,Hiking,129,1,0.07
24,3,Ferry,Kandy,Ferry,139,1,1.661
24,11,Private Vehicle,Kandy,Other,168,5,4.303
61,1,N/A,Anuradhapura,Resting,223,2,0.129
71,10,Water,Polonnaruwa,Swimming / Snorkeling,76,2,0.72
42,2,Flight,Dambulla,Flight,154,5,24.611
58,14,Train,Mirissa,Vehicle Travel,88,4,11.714
80,1,Public Bus,Kalpitiya,Vehicle Travel,198,3,2.16
38,6,Water,Ella,Surfing,186,4,1.018
32,7,Public Bus,Negombo,Vehicle Travel,86,3,6.485
80,6,Cruise,Badulla,Cruise,167,3,26.229
35,11,N/A,Badulla,Resting,75,3,0.432
47,1,Private Vehicle,Negombo,Shopping,86,4,0.483
45,4,Public Transport,Hikkaduwa,Airport Transfer,133,4,3.723
50,12,Tuk-Tuk,Nuwara Eliya,Vehicle Travel,250,3,38.028
34,13,N/A,Negombo,Meal,58,2,20.487
60,5,Public Transport,Nuwara Eliya,Public Transport,149,3,0.955
61,6,Walking,Yala,Walking,47,4,0.003
30,10,Tuk-Tuk,Galle,Vehicle Travel,116,4,16.056
48,10,Walking,Bentota,Vehicle Travel,213,4,8.543
21,13,Flight,Kandy,Flight,409,5,399.085
31,12,Boat,Arugam Bay,Boat Ride,54,5,3.483
80,4,N/A,Kandy,Meal,53,5,7.127
49,7,Public Bus,Dambulla,Vehicle Travel,117,4,9.47
57,5,Walking,Hikkaduwa,Vehicle Travel,70,3,1.446
73,1,Walking,Hikkaduwa,Walking,91,4,0.001
62,11,Cruise,Negombo,Cruise,113,2,34.358
67,7,Tuk-Tuk,Dambulla,Vehicle Travel,135,2,9.88
62,1,Walking,Hikkaduwa,Vehicle Travel,177,3,0.597
49,8,Cruise,Mirissa,Cruise,419,3,72.598
57,3,Walking,Ella,Walking,55,4,0.002
36,1,Private Vehicle,Negombo,Sightseeing,169,3,0.309
74,7,Flight,Arugam Bay,Flight,119,1,47.887
29,9,Public Transport,Ella,Spa / Ayurveda,114,5,6.813
73,5,Flight,Arugam Bay,Flight,352,4,144.332
73,1,Boat,Bentota,Boat Ride,88,2,0.392
26,6,Public Transport,Ella,Public Transport,69,3,0.418
62,1,Walking,Jaffna,Shopping,161,2,0.261
80,15,Public Transport,Kalpitiya,Public Transport,86,5,2.045
54,2,Walking,Colombo,Jogging,43,3,0.011
39,13,Public Bus,Galle,Vehicle Travel,211,5,37.727
73,1,Walking,Haputale,Sightseeing,182,3,0.097
50,1,N/A,Hikkaduwa,Resting,58,4,0.034
25,4,Cruise,Nuwara Eliya,Cruise,427,1,31.17
33,10,Public Transport,Anuradhapura,Airport Transfer,114,3,8.382
60,15,Flight,Kandy,Flight,209,3,195.956
46,5,Train,Polonnaruwa,Vehicle Travel,164,3,7.662
31,3,Public Bus,Hikkaduwa,Vehicle Travel,32,5,1.097
68,1,Private Vehicle,Nuwara Eliya,Private / Hired Vehicle,66,4,0.704
25,6,Private Vehicle,Ella,Sightseeing,199,3,1.955
31,4,Tuk-Tuk,Hikkaduwa,Vehicle Travel,262,4,12.785
47,14,Bicycle,Jaffna,Vehicle Travel,248,2,23.545
20,5,Private Vehicle,Negombo,Vehicle Travel,33,5,2.45
42,10,N/A,Nuwara Eliya,Meal,78,3,20.642
75,12,Public Bus,Badulla,Vehicle Travel,201,2,24.422
77,1,Cruise,Ella,Cruise,205,3,5.163
72,4,N/A,Ella,Meal,68,2,8.025
38,13,Public Transport,Negombo,Public Transport,93,5,1.757
22,4,Public Bus,Jaffna,Vehicle Travel,162,3,7.344
69,6,Walking,Anuradhapura,Jogging,29,2,0.019
41,13,Flight,Negombo,Flight,106,5,102.146
65,2,Public Transport,Jaffna,Sightseeing,151,2,0.399
25,13,Private Vehicle,Yala,Other,159,2,3.354
60,4,Walking,Nuwara Eliya,Sightseeing,270,4,0.659
54,6,Private Vehicle,Negombo,Vehicle Travel,50,1,2.958
75,3,Private Vehicle,Jaffna,Other,85,5,0.574
24,5,Walking,Kalpitiya,Other,165,4,0.485
43,1,Walking,Yala,Jogging,24,3,0.003
80,1,Private Vehicle,Sigiriya,Vehicle Travel,186,3,2.441
42,4,Private Vehicle,Kandy,Private / Hired Vehicle,44,3,1.724
59,3,Ferry,Sigiriya,Ferry,231,4,3.698
28,7,Private Vehicle,Negombo,Medical / Hospital Visit,39,4,2.684
63,1,Walking,Sigiriya,Jogging,28,4,0.004
35,1,Private Vehicle,Jaffna,Private / Hired Vehicle,90,3,0.813
54,2,Cruise,Nuwara Eliya,Cruise,244,4,11.67
73,4,Public Transport,Haputale,Public Transport,36,1,0.149
59,2,N/A,Haputale,Resting,147,5,0.172
47,1,Bicycle,Polonnaruwa,Bicycle Ride,102,2,0.002
29,6,Public Transport,Negombo,Sightseeing,212,5,2.137
39,9,Private Vehicle,Jaffna,Spa / Ayurveda,128,3,7.694
71,8,Public Bus,Colombo,Vehicle Travel,274,2,19.988
31,2,Ferry,Colombo,Ferry,82,3,0.765
59,12,Water,Yala,Swimming / Snorkeling,138,5,1.731
48,7,Walking,Dambulla,Hiking,108,5,0.135
38,7,Public Transport,Galle,Airport Transfer,78,4,4.611
63,2,Private Vehicle,Trincomalee,Cultural / Temple Visit,63,3,0.233
40,2,Private Vehicle,Badulla,Private / Hired Vehicle,130,4,2.566
36,5,Private Vehicle,Polonnaruwa,Vehicle Travel,274,3,17.778
51,2,Cruise,Jaffna,Cruise,269,4,14.132
65,8,Public Transport,Jaffna,Spa / Ayurveda,158,3,8.211
72,3,Walking,Kandy,Hiking,114,5,0.072
57,1,Boat,Colombo,Boat Ride,107,4,0.531
59,1,Walking,Bentota,Hiking,69,3,0.01
67,1,Water,Polonnaruwa,Swimming / Snorkeling,52,4,0.053
34,4,Boat,Colombo,Boat Ride,58,3,0.978
33,1,Walking,Dambulla,Vehicle Travel,198,2,0.611
48,6,Tuk-Tuk,Sigiriya,Vehicle Travel,151,3,10.962
57,3,Public Transport,Kandy,Airport Transfer,30,3,0.696
58,6,Jeep,Kandy,Wildlife Safari,128,3,10.725
27,15,Walking,Hikkaduwa,Other,68,4,0.558
67,12,Train,Colombo,Vehicle Travel,102,4,13.339
40,6,N/A,Trincomalee,Other,223,3,2.146
73,4,N/A,Haputale,Beach Leisure,144,5,0.613
